,id,status,viralParams,pop,tau,phase
30,30,R,R,"[1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 0.9951306469335932, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.1026378359374995, 1.1026378359374995, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.2860624999999999, 1.2860624999999999, 1.2217593749999998, 1.2217593749999998, 1.1026378359374995, 1.1026378359374995, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1606714062499994, 1.1606714062499999, 1.1606714062499999, 1.1606714062499999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2860624999999999, 1.2217593749999998, 1.2860624999999999, 1.2217593749999998, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499996, 1.1606714062499994, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.0475059441406245, 1.0475059441406245, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.2217593749999998, 1.2217593749999998, 1.2860624999999999, 1.2860624999999999, 0.9453741145869137, 0.9453741145869137, 1.1606714062499996, 1.1606714062499996, 1.1606714062499999, 1.1606714062499999, 1.1026378359374998]",8.0,7.0
31,31,S,,[],0.0,860.0
32,32,S,,[],0.0,731.0
33,33,S,,[],0.0,955.0
34,34,R,F,"[0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5]",716.0,715.0
35,35,R,F,"[1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.001499999999999999, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5]",257.0,256.0
36,36,S,,[],0.0,823.0
37,37,S,,[],0.0,991.0
38,38,R,R,"[0.8532001384146897, 0.8532001384146897, 1.1026378359374993, 0.9453741145869133, 1.0475059441406245, 1.0475059441406245, 0.9951306469335932, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 0.9951306469335933, 0.9951306469335933, 1.2217593749999995, 1.1026378359374995, 0.9453741145869136, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.1026378359374995, 0.9951306469335933, 0.9951306469335933, 0.9951306469335933, 0.9951306469335933, 0.9951306469335933, 0.9951306469335933, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.1606714062499994, 1.1606714062499996, 1.1606714062499996, 1.2860624999999997, 1.2860624999999997, 1.1026378359374995, 0.9951306469335933, 0.9951306469335933, 0.9951306469335933, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.0475059441406245, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 0.9951306469335934, 0.9453741145869133, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.0475059441406243, 0.8981054088575678, 0.8981054088575678, 0.8981054088575678, 0.8981054088575678, 0.8981054088575678, 0.8981054088575678, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.1026378359374993, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 0.9453741145869133, 0.9951306469335931, 0.9951306469335931, 0.9951306469335931, 0.9453741145869134, 0.9453741145869134, 0.9453741145869133]",33.0,32.0
39,39,S,,[],0.0,984.0
40,40,R,F,"[0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997]",371.0,370.0
41,41,S,,[],0.0,884.0
42,42,R,F,"[0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",784.0,783.0
43,43,S,,[],0.0,906.0
44,44,S,,[],0.0,982.0
45,45,S,,[],0.0,850.0
46,46,S,,[],0.0,993.0
47,47,S,,[],0.0,679.0
48,48,S,,[],0.0,862.0
49,49,S,,[],0.0,606.0
50,50,S,,[],0.0,689.0
51,51,R,R,"[1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.4249999999999998, 1.4249999999999998, 1.4249999999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.1606714062499996, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.1606714062499996, 1.1606714062499996, 1.0475059441406245, 1.0475059441406245, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1026378359374993, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499996, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.3537499999999998, 1.3537499999999998, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.1606714062499996, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.1606714062499996, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.1606714062499996, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994]",6.0,5.0
52,52,E,F,"[1.5, 0.014999999999999993, 1.5, 1.5]",994.0,993.0
53,53,S,,[],0.0,970.0
54,54,S,,[],0.0,876.0
55,55,R,F,"[0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.001499999999999999, 0.001499999999999999, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993]",410.0,409.0
56,56,S,,[],0.0,921.0
57,57,R,R,"[1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.2860624999999997, 1.0475059441406245, 1.0475059441406245, 1.0475059441406245, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2217593749999995, 1.1606714062499996, 1.1606714062499996, 1.1026378359374995, 1.1026378359374995, 1.1606714062499996, 1.1606714062499996, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.3537499999999998, 1.2860624999999997, 1.2860624999999997, 1.3537499999999998, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1606714062499994, 1.1606714062499994, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406245, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.2860624999999997, 1.1606714062499996, 1.1606714062499996, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.1026378359374995, 1.1026378359374995, 1.1026378359374995, 1.0475059441406245, 1.1026378359374995, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995]",16.0,15.0
58,58,S,,[],0.0,938.0
59,59,R,R,"[1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.2217593749999995, 1.1606714062499994, 1.1606714062499994, 1.2217593749999995, 1.2217593749999995, 1.2860624999999997, 1.1606714062499994, 1.2217593749999995, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 1.0475059441406243, 1.1606714062499994, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1606714062499996, 1.1026378359374995, 1.1026378359374995, 1.1026378359374993, 1.1026378359374993, 1.1026378359374993, 0.9453741145869136, 0.9453741145869136, 1.0475059441406243, 1.0475059441406243, 1.0475059441406243, 1.1026378359374993, 1.2217593749999998, 1.2217593749999998, 1.1606714062499996, 1.1026378359374998, 1.1026378359374998, 1.1026378359374998, 1.2217593749999998, 1.1026378359374998, 1.1026378359374998, 1.1026378359374998, 1.1026378359374998, 1.2860624999999999, 1.047505944140625, 1.047505944140625, 1.047505944140625, 1.1026378359374998, 1.1026378359374998, 1.1606714062499999, 1.1026378359374995, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1606714062499999, 1.1606714062499996, 1.1606714062499996, 1.1026378359374998, 1.2860624999999999, 1.2860624999999999, 1.1026378359374995, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.2217593749999998, 1.1606714062499996, 1.1606714062499996, 0.9951306469335932, 1.0475059441406245, 0.9951306469335933, 0.9951306469335933, 0.9951306469335934, 0.9951306469335934, 0.9951306469335934, 0.9951306469335933, 0.9951306469335933, 1.1026378359374995, 1.1026378359374995, 0.8532001384146894, 0.8532001384146894, 0.8532001384146894, 0.8981054088575678, 0.8981054088575678, 0.9453741145869136, 0.9453741145869136, 0.9453741145869136, 0.8981054088575678, 0.9453741145869136, 0.9453741145869136, 0.9453741145869136]",15.0,14.0
60,60,R,F,"[1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.00014999999999999988, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997]",773.0,772.0
61,61,E,F,"[0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997]",971.0,970.0
62,62,S,,[],0.0,956.0
63,63,S,,[],0.0,982.0
64,64,E,F,"[1.5, 1.5, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5]",960.0,959.0
65,65,R,F,"[0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 0.14999999999999997, 1.5, 0.00014999999999999985, 0.014999999999999993, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0014999999999999992, 0.0014999999999999992, 0.0014999999999999992, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 1.5, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997]",178.0,177.0
66,66,R,F,"[0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.014999999999999993, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.14999999999999997, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 0.14999999999999997, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 0.014999999999999993, 1.5, 0.014999999999999993, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 0.001499999999999999, 0.014999999999999993, 0.014999999999999993, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.14999999999999997, 0.14999999999999997, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]",393.0,392.0
