,id,status,infection_nb,viralParams,incubation_time,k
556,556,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
557,557,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
558,558,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
559,559,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
560,560,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
561,561,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
562,562,R,27.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
563,563,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
564,564,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
565,565,R,46.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
566,566,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
567,567,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
568,568,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
569,569,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
570,570,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
571,571,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
572,572,R,12.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
573,573,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
574,574,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
575,575,E,27.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-108.0,5.0
576,576,R,9.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
577,577,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
578,578,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
579,579,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
580,580,R,70.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
581,581,R,27.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
582,582,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
583,583,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
584,584,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
585,585,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
586,586,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
587,587,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-79.0,5.0
588,588,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
589,589,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
590,590,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
591,591,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
592,592,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
593,593,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
594,594,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
595,595,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
596,596,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
597,597,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
598,598,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
599,599,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
600,600,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
601,601,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
602,602,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
603,603,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
604,604,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
605,605,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
606,606,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
607,607,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
608,608,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
609,609,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
610,610,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
611,611,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
612,612,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
613,613,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
614,614,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
615,615,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
616,616,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
617,617,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
618,618,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
619,619,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
620,620,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
621,621,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
622,622,E,8.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-92.0,5.0
623,623,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,0.0
624,624,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
625,625,R,55.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
626,626,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
627,627,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
628,628,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
629,629,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
630,630,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
631,631,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
632,632,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
633,633,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
634,634,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
635,635,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
636,636,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
637,637,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
638,638,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
639,639,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
640,640,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
641,641,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
642,642,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
643,643,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
644,644,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
645,645,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
646,646,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
647,647,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
648,648,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
649,649,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
650,650,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
651,651,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
652,652,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
653,653,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
654,654,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
655,655,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
656,656,R,15.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
657,657,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
658,658,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
659,659,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
660,660,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
661,661,R,34.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
662,662,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
663,663,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
664,664,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
665,665,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
666,666,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
667,667,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
668,668,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
669,669,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
670,670,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
671,671,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
672,672,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
673,673,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
674,674,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
675,675,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
676,676,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
677,677,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
678,678,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
679,679,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
680,680,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-116.0,5.0
681,681,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
682,682,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
683,683,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
684,684,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
685,685,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
686,686,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
687,687,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
688,688,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
689,689,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
690,690,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
691,691,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
692,692,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
693,693,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
694,694,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
695,695,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
696,696,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
697,697,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
698,698,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
699,699,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
700,700,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
701,701,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
702,702,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
703,703,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
704,704,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-104.0,5.0
705,705,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
706,706,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
707,707,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
708,708,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
709,709,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
710,710,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
711,711,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
712,712,R,14.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
713,713,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
714,714,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
715,715,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
716,716,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
717,717,R,24.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
718,718,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
719,719,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
720,720,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
721,721,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
722,722,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
723,723,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
724,724,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
725,725,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
726,726,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
727,727,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
728,728,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
729,729,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-121.0,5.0
730,730,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
731,731,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
732,732,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
733,733,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
734,734,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
735,735,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
736,736,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
737,737,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
738,738,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
739,739,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
740,740,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
741,741,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
742,742,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
743,743,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
744,744,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
745,745,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
746,746,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
747,747,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
748,748,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
749,749,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
750,750,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
751,751,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,2.0
752,752,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
753,753,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
754,754,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
755,755,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
756,756,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
757,757,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
758,758,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
759,759,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
760,760,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
761,761,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
762,762,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
763,763,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
764,764,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
765,765,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
766,766,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
767,767,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
768,768,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
769,769,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
770,770,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
771,771,R,70.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
772,772,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
773,773,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
774,774,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
775,775,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
776,776,R,14.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
777,777,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
778,778,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
779,779,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
780,780,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
781,781,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
782,782,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
783,783,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
784,784,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
785,785,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
786,786,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
787,787,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
788,788,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
789,789,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,3.0
790,790,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
791,791,E,70.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-108.0,5.0
792,792,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
793,793,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
794,794,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
795,795,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
796,796,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
797,797,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
798,798,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
799,799,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
800,800,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,4.0
801,801,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
802,802,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
803,803,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
804,804,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
805,805,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
806,806,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
807,807,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
808,808,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
809,809,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
810,810,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
811,811,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
812,812,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
813,813,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
814,814,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
815,815,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
816,816,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
817,817,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
818,818,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
819,819,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
820,820,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
821,821,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
822,822,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
823,823,E,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",-99.0,5.0
824,824,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
825,825,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
826,826,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
827,827,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
828,828,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
829,829,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
830,830,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
831,831,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
832,832,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
833,833,R,3.0,"{'sb': 0.5, 'sd': 0.05, 'mu': 0.1}",0.0,5.0
834,834,R,3.0,"{'sb': 0.5, 'sd': 0.9, 'mu': 0.1}",0.0,0.0
